Paragraph Text,Score
"وخلال الأعوام القليلة اللاحقة، سافر مواركامي إلى مدينة فوجيساوا ، ثم إلى مقاطعة سنداجايا . في عام ، نشر رواية ""أرض العجائب الحارة ونهاية العالم ""، وهي رواية غريبة وسريالية، تنقسم بين روايات متوازية.",10
"وفي غضون عامين، أصدر رواية ""الغابة النرويجية "" عام . تدور أحداث الرواية في طوكيو في أواخر الستينات، وهي الحقبة التي تظاهر فيها الطلاب اليابانيون ضد النظام الحاكم. حازت الرواية على شهرة واسعة بين الشباب.",10
في أواخر الثمانينات، استاء موراكامي من المناخ الاجتماعي في اليابان ومن شهرته المتزايدة هناك، فأقام مؤقتا بأوروبا لعدة سنوات، ثم انتقل إلى الولايات المتحدة الأمريكية في عام .,10
أقام بولاية نيوجيرسي ، وعمل باحثا مساعدا بجامعة برنستون . تمت ترقيته إلى أستاذ مساعد بالجامعة في عام . ثم بدأ التدريس في جامعة ويليام هوارد تافت في عام .,10
موركامي متزوج من يوكو التي التقى بها لأول مرة أثناء دراستهما بجامعة واسيدا.,10
"في عام ، تبرع بمبلغ , يورو قيمة جائزة كاتالونيا الدولية التي حصل عليها، لصالح ضحايا زلزال مارس وتسونامي.",10
"بدأ في كتابة روايته الأولى باللغة الإنجليزية، قبل أن يكتبها أخيرا باللغة اليابانية. لم يرغب في ترجمة أول روايتين له إلى اللغة الإنجليزية في البداية. يعمل مترجما، ومع ذلك لم يترجم أي من رواياته يكتب بدون تخطيط. يهتم بشدة برأي زوجته. مازال مندهشا من النجاح الأدبي الذي حققه. لا يعلم حجم الأرباح التي يحققها كل عام؛ فزوجته هي التي تتولى إدارة الأمور المالية. رواية ""الغابة النرويجية"" كانت مجرد تجربة.",10
لم أرغب في أن أصبح كاتبا، ولكنني صرت كذلك. والآن لدي العديد من القراء في العديد من البلدان. أعتقد إنها معجزة، والتي علي أن أتواضع أمامها. أنا فخور بذلك واستمتع به، ومن الغريب أن أقول ذلك، ولكنني أحترمه.,9
إذا كنت تقرأ الكتب التي يقرأها الآخرون فقط، ستفكر فيما يفكر فيه الآخرون فحسب.,9
من ضمن القيم العديدة في الحياة، أكثر ما أقدره هو الحرية.,9
لست سريع البديهة، لكن إذا اهتممت بشيء ما، سأفعله لسنوات عديدة,9
لا مفر من الألم، ولكن المعاناة اختيارية.,9
لا أرغب في التعبير عن رأيي بشأن الأحداث السياسية الفعلية؛ لأنني إذا فعلت ذلك، سيتحتم علي أن أتحمل مسؤولية قراري,0
أغلب الروايات المعاصرة مملة، فهي مليئة بالظلام والمطر، والناس في منتهى الحزن.,2
"في عام ، نشر رواية ""جنوب الحدود وغرب الشمس "".",9
"وأثناء تدريسه بالجامعة، كتب مواركامي عام أحد أرقى أعماله، وهي رواية ""نهاية تاريخ الطائر - "".",10
اختلفت هذه الرواية عن رواياته السابقة، حيث ركزت على جرائم الحرب التي ارتكبها الجيش الياباني في القارة الآسيوية، وصورتها بالكابوس.,9
في عام ، تعرضت مدينة كوبي لزلزال مدمر، كما قامت جماعة أوم شينريكيو الدينية المتطرفة بتنفيذ هجوم على مترو أنفاق طوكيو، مما دفع موراكامي إلى العودة لليابان. وساهمت تلك الأحداث الأليمة في إلهام أعمال موراكامي التالية.,9
"فرواية ""تحت الأرض "" التي نشرت في عام ، تعتبر تصوير واقعي لحادث مترو الأنفاق الإرهابي. ورواية ""بعد الزلزال "" التي نشرت عام ، هي مجموعة من ست قصص قصيرة، تستكشف الآثار النفسية التي خلفها الزلزال لدى سكان اليابان.",9
"أما رواية ""سبوتنيك الحبيبة "" التي نشرت عام ، فتبحث في طبيعة الحب بينما تحكي قصة اختفاء روائي شاب يدعى سومير .",9
"في عام ، صدرت أشهر رواياته ""كافكا على الشاطىء "". وتم نشر الترجمة الإنجليزية لها في عام ، والتي حققت نجاحا مدويا فور صدورها وحصلت على ثناء النقاد وردود فعل إيجابية من القراء.",9
"ونشرت روايته """" في اليابان في ثلاثة أجزاء خلال عامي و، وحققت صدى واسعا فور صدورها. وصدرت النسخة الإنجليزية من الرواية في عام .",9
"يشير عنوان الرواية إلى رواية """" للكاتب جورج أورويل ، وتنتقل هذه الرواية بين شخصيتين بينما يجتازان واقعا بديلا من صنعهم. وتتناول الرواية مواضيعا من الواقع المرير، بداية من أحداث سبتمبر وحتى القصاص المجتمعي.",8
تم تحويل بعض أعمال موراكامي إلى أفلام ومسرحيات. كما كتب عدة قصص قصيرة بالإضافة إلى الروايات، وترجم العديد من الروايات الأمريكية إلى اللغة اليابانية.,10
"في عام ، نشر مذكرات له بعنوان ""ما الذي أتحدث عنه عندما أتحدث عن الجري "" والتي تركز على حبه للركض لمسافات طويلة.",9
حصل موراكامي على العديد من الجوائز العريقة، من ضمنها جائزة فرانز كافكا الدولية للأدب في عام .,10
في عام ، تم اختياره من ضمن أكثر شخصية مؤثرة على مستوى العالم، في القائمة التي تعدها مجلة التايم الأمريكية .,9
آخر تحديث مايو,0
اقتراح شخصية,0
اقتراح تصحيح,0
جميع الحقوق محفوظة أراجيك,0
"""الكتابة كمهنة"" هاروكي موراكامي من صاحب مقهى إلى روائي",10
كل إنسان تباغته لحظة في حياته تحتم عليه تحولا جريئا. وعليه ألا يفلت تلك الفرصة، بل أن يقبض عليها بصلابة. ففي هذا العالم، ثمة نوعان من البشر؛ هؤلاء الذين يستطيعون القبض على اللحظة؛ وآخرون لا يفلحون في ذلك مطلقا. هاروكي موراكامي، الكاتب الياباني الشهير الذي انقسمت الآراء حول قيمة أعماله انقساما حادا، ينتمي إلى الفئة الأولى، كما سبق أن حكى مرارا وتكرارا، مثل طفل لم تفارقه الدهشة حيال ما اكتشفه عن طبيعته شديدة الوثوق بنفسها في شيء لم يجربه من قبل، ألا وهو الحكي.,8
"حين تباغتك الكتابةلم يكن موراكامي يطمح يوما أن يكون روائيا، إذ كان غارقا حتى أذنيه في إدارة مقهاه في طوكيو؛ يتابع حساباته، ويتفقد مخزونه يوما بيوم، إلى جانب جدولة أوقات عمل موظفيه، ومتابعة التفاصيل المستهلكة ليومه، وتفكيره حد الإنهاك إلى أن يحين وقت إغلاقه بنفسه مع تباشير الصباح. وهكذا دواليك. لكن هذا لم يمنعه من متابعة شغفه بالرياضة بين الحين والآخر، وفي إحدى مباريات البيسبول في ملعب جينغو القريب من شقته كان صاحب مقهى الجاز البالغ من العمر عاما يجلس مضطجعا كعادته، ملتذا برشفات منعشة من بيرته الباردة، بينما يتأمل السماء الزرقاء المتلألئة، والكرة الناصعة البياض في مقابل الحقل الأخضر، والتي راح اللاعب الجديد يصدها ببساطة، فيما يسدد ضربته ببراعة مذهلة... في تلك اللحظة الكاشفة، ومن دون أي مقدمات، أدهشه فجأة ذلك الخاطر الغريب ""أعتقد أنني أستطيع كتابة رواية"". ومن دون أدنى تردد، غادر موراكامي الملعب الضاج بصوت اصطكاك المضارب وهو في حالة من الذهول، ولم يفته في طريق عودته إلى منزله أن يشتري قلم حبر غالي الثمن يليق بمهمته الجديدة، ورزمة من الورق الأبيض. وكأن غلاء ثمن القلم مرتبط بقيمة الكلمات التي قرر أن يناوشها في تلك الليلة، وهو ما عده في عقليته التجارية آنذاك ""نوعا من الاستثمار الصغير"".",9
"حدث هذا في ربيع عام . وبحلول الخريف، كان قد نجح في كتابة مسودة روايته الأولى ""أنصتوا لصوت الرياح حين تغني""، ما غمره بالبهجة والثقة، ودفعه إلى إرسالها إلى مسابقة للكتاب الجدد. ولحسن حظه، فازت الرواية بالجائزة. من هنا انطلقت مسيرته الإبداعية التي يصفها على النحو التالي ""كنت حينها في الثلاثين. ومن دون أن أدرك ما يحدث، وجدت نفسي أصنف ككاتب جديد واعد، وهو ما أدهشني حقا، لكن الأشخاص الذين يعرفونني كانوا أكثر اندهاشا مني"".من حينها، وعلى مدار أربعة عقود، تدفقت أعمال موراكامي بمعدل ثابت من الروايات، والقصص القصيرة، والمقالات، وحتى الترجمات، وحققت نجاحا باهرا، حيث تصدرت قوائم أفضل الكتب مبيعا، سواء على الصعيد المحلي، أو العالمي، وترجمت إلى أكثر من لغة، وحازت على عدد من الجوائز المرموقة، منها جائزة عالم الفنتازيا، وفرانك أوكونور، وجائزة كافكا، وغيرها كثير من الجوائز. وما إن رسخت قدماه في عالم الكتابة، وبات نجاحه أمرا لا لبس فيه، حتى شرع في كتابة شذرات عن سيرته الذاتية منذ عام ، استهلها بكتاب قصير عن عاداته كعداء تحت عنوان ""عما أتكلم حين أتحدث عن الركض""، أتبعه بمقال طويل عن والده، ثم ملخص مصور لمجموعة قمصانه، وأخيرا كتابه الذي نشر في اليابان تحت عنوان ""الروائي كمهنة"" عام ، وصدر في منتصف نوفمبر تشرين الثاني ، بترجمة كل من فيليب غابرييل، وتيد جوسين، عن دار هارفيل سيكر للنشر.",9
عشت لأحكي...أثار كتاب موراكامي موجة جديدة من الانقسامات بشأنه، فبينما وجده البعض مخيبا لآمال الكاتب الناشيء الذي يتوجه إليه في الأساس بالنصح والإرشاد، بالإضافة إلى تكريسه المستفز لتجربته فحسب، كمرجع أساسي في الكتابة، ارتأى كثير من القراء والنقاد أنه من الأهمية بمكان بحيث يصعب تفويته، سيما لهؤلاء الذين يفتشون عن منابع الإلهام في أعمال موراكامي الرائجة والغامضة على حد سواء، بصرف النظر عن انكفاء موراكامي على تجربته الشخصية التي لا تخلو من المبالغة والغرائبية بما يدعو للاستنكار في معظم الأحيان.يتألف كتاب موراكامي من إحدى عشرة مقالة، ست منها سبق أن نشرها متفرقة، والخمس كتبت خصيصا من أجل هذا الكتاب، وتدور في مجملها حول ما يعنيه أن تكون روائيا، إلى جانب بعض الأفكار عن دور الرواية في المجتمع، وأصوله ككاتب وتأملاته في شرارات الإبداع الملهمة للكتاب والفنانين.,10
"في المقدمة، يصرح موراكامي عن نيته في مخاطبة القارئ وجها لوجه، وعليه تدفقت نبرته الحميمية البريئة من الزخرفة والمبالغات على طريقته الشهيرة، بدءا من سرد العموميات عن صفات الروائي الناجح، وكيف يمكنه المحافظة على هذا النجاح، مكررا القصة التي ذكرناها آنفا عن تبدل مساره من صاحب مقهى إلى كاتب مع حقائق عن عدم تمكنه في البداية من تكوين صوت أدبي خاص تستسيغه أذنه، وهو أمر طبيعي جدا بالنسبة لشخص لم يفكر من قبل أن يكون حكاء على عكس معظم الكتاب الذين شرعوا في تناول أقلامهم مدونين كل ما يدور في خلدهم قبل أن ينتبهوا إلى قدرتهم على الحكي، وقبل أن يقطعوا شوطا طويلا، ويخوضوا عذابا لا يحتمل بغية امتهان الكتابة كحرفة يمكنهم التعيش منها من دون مصادر أخرى. من أجل تذليل ذلك العائق، قام موراكامي بترجمة إحدى فقراته شديدة الصعوبة إلى الإنكليزية البدائية إلى حد ما، ثم أعاد ترجمتها إلى لغة يابانية بسيطة مماثلة، ولكن ""بإيقاع إبداعي يخصني وحدي""، فإذا به يهتدي إلى ""أروع الأوتار""، ويعثر على صوته ""الحيادي"" الذي أمكن ترجمته إلى عشرات اللغات الأخرى بمنتهى السهولة، وجعله أحد أكثر المؤلفين قراءة في جميع أنحاء العالم.",10
روايات نصف ناضجة,8
"يعتقد موراكامي أن أصالته الأدبية وصوته وأسلوبه قد تبلوروا في ذلك الوقت، ويخبرنا أنه حتى الآن لم يجابه أي مشقة في أثناء الكتابة كما يدعي معظم الكتاب. وهو ما يجعلنا نستخلص من خلاله درسه الأول عن الكتابة ""الحق أقول، لم أجد الكتابة مؤلمة... ما الهدف من الكتابة إذا كنت لا تستمتع بها لا أستطيع أن أتفهم فكرة الكاتب المعذب. في الأساس، أعتقد أن الروايات يجب أن تنساب بتدفق عفوي"". لكن موراكامي القافز ببراشوت على أرض الإبداع يتجاهل بذلك رصيدا من البؤس والألم والمشقة والإرهاق الطويل الممض المصاحب لعملية الخلق والابتكار، أو أنه في الأحرى يستعرض عضلاته ككاتب أمام المخاض العسير الذي أمعن في وصفه أجيال من المبدعين والكتاب العظام الذين كانوا حين يصادفهم مثل هذا التدفق في غفلة من الزمن يقيمون الأعراس والأفراح. لكن نفور اليابانيين من موراكامي يعود في الأساس إلى معارضة تدفقه هذا، في مرحلة ما، يتذكر زميلا قديما في المدرسة الثانوية زاره في مقهاه قبل أن يبيعه ويتفرغ تماما للكتابة، لمجرد التقليل من قيمة روايته الأولى الحائزة على جوائز، مدعيا أن في وسعه كتابة مثل هذا الهراء. وعلى عادة اليابانيين المتسمة بالتواضع، يقر موراكامي بأن زميله الساخط ربما يكون لديه وجهة نظر أخرى تستحق النظر، فهو بنفسه استنكر أعماله الأولى مفضلا التنقيب في الأعماق. وعلى الرغم من أنه لم يسمع أبدا عن أن زميله هذا نشر رواية بعد تعليقه هذا، كتب يقول ""ربما كان يعتقد أنه ليست هناك حاجة له للكتابة في عالم يمكن أن تمر فيه روايات نصف ناضجة مثل رواياتي. إذا كان الأمر كذلك، فمن المحتمل أن يكون على حق"".",10
"المرونة هي المفتاحهل يمكن أن يصبح المرء فنانا بالاجتهاد، أم أن الحقيقة أن لا فنان يصبح ذا أثر من دون بذل جهد هائل يعزو موراكامي نجاحه المشهود إلى طريقته الخاصة للغاية في جمع مادته السحرية من خلال القراءة المستفيضة النهمة أولا، باعتبارها بئر الإلهام، وإن كان يشدد، قبل كل شيء، على أهمية الملاحظة الثاقبة، والبطء في إصدار أحكام حول تلك الملاحظات. فهو نادرا ما يقوم بتدوين الملاحظات، واثقا من أنه عندما يحين وقت الكتابة، ستنفتح ""خزانة أدراج ذهنه الواسعة"" لتستدعي كل ما هو مفيد وذي صلة بعالمه. في مقال بعنوان ""اجعل من الوقت حليفك في كتابة الرواية"" يقدم وصفا تفصيليا لمختبره الكتابي، وصرامته في كتابة صفحات كل يوم، وحين يستوفي حصته، يتوقف على الفور، مشبها ذلك بضرب بطاقة وقت الدوام!",9
"يكتب أيضا عن العلاقة المهمة بين صحة الكاتب ومخرجاته الإبداعية، مؤكدا على أن الأفكار التي يتم التعبير عنها ليست إلزامية؛ فالمرونة هي المفتاح، ليس فقط في ما يتعلق بالموضوع ووجهة النظر، ولكن أيضا في ما يتعلق ببنية السرد، حيث يتعين أن تكون الروايات مثل الناس، ""فضفاضة وفيها أجزاء خشنة غير صقيلة""، من أجل تحقيق التباين مع الأجزاء المشيدة بإحكام.ويحلل في ""أي نوع من الشخصيات ينبغي إدراجي"" قراره بالانتقال من ضمير المتكلم في رواياته المبكرة إلى رحابة ضمير الغائب وقدرته على خلق مزيد من الشخصيات المرئية من عدة جهات، معترفا بأنه ""بمعنى ما، بينما يقوم الروائي بتشكيل روايته، تقوم الرواية بإعادة تشكيله في الوقت ذاته"". ولكنه في ""لمن أكتب"" يفجر مفارقة أخرى عن التواضع لا يمكنها أن تصمد على أرض الواقع، وتتلخص في أنه بقدر ما يسعده اجتذاب جمهور واسع، فهو يكتب في الأساس لإرضاء نفسه، وهو ما أجده يتعارض مع عنوان الكتاب، الفن للفن، أم الروائي بصفتها مهنة!في ""مهنة جسدية وشخصية بالكامل""، يستعيد موراكامي بعضا مما ذكره في كتابه ""عما أتكلم حين أتحدث عن الركض""، وهو المعروف بشغفه بالعدو لتعويضه عن المجهود الذي كان يبذله في مقهى الجاز بعد أن اضطرته الكتابة إلى التقيد بمكتبه لمدة خمس أو ست ساعات كل يوم، وما يتطلبه ذلك من قدر هائل من الجهد البدني، وقدرة على التحمل، والتي تغلب عليها كاتبنا بممارسة الركض، سيما وأنه مثل معظم الفنانين يفضل العزلة، ولا يسمح بتضييع وقته في برامج تلفزيونية، أو حوارات، أو في حفلات توزيع الجوائز، أو مهرجانات أدبية. يرى موراكامي أن ""للجري فوائد كثيرة، أولها أنك لا تحتاج لتمارسه إلى شخص آخر، أو معدات بعينها، كما أنه ليس عليك الذهاب إلى أي مكان خاص لتركض، فما دمت تملك حذاء رياضيا، وطريقا ممتدا، تستطيع أن تجري على قدر رغبتك"".",9
قبعة الكاتب وغباء الروائيين,1
"يحتوي الكتاب أيضا على مقالة بعنوان ""بخصوص المدارس""، تبدو في ظاهرها أن لا علاقة لها ببقية الكتاب، وإن كانت ذات صلة بموراكامي نفسه، فهو هنا يوجه أصابع الاتهام لنظام التعليم في اليابان، النظام الذي يقول إنه ساهم بشكل ضئيل، أو لم يساهم بأي شيء في نجاح مسيرته الأدبية، مشيرا إلى علاقته باللغة الإنكليزية على النحو الذي تلقاه في المدرسة، و""التناقضات"" و""العيوب الهيكلية"" في المجتمع الياباني، ليستخلص أن اللغة الإنكليزية يتم تدريسها فقط بهدف رفع درجات الطلاب في الاختبارات الخاصة بموضوع معين بدلا من تشجيع استخدامها في المستقبل في حياتهم اليومية. ونتيجة لذلك، لم يحصل موراكامي، الذي كان يقرأ روايات إنكليزية بطلاقة، على درجات جيدة في هذه اللغة، حيث اختلفت أهدافه عن أهداف أساتذته.من المعروف تأثر موراكامي بكتاب أوروبا، وهو ما أخذ عليه في بلده اليابان. وعلى الرغم من دور الجوائز في مسيرته الإبداعية، وحقيقة البدء منذ أول رواية له بمغازلة الجوائز، يعلن هنا ببساطة أنه لا يولي أهمية كبيرة للجوائز الأدبية، معللا ذلك بأن الفكرة نفسها بكل ما تنطوي عليه من إثارة وتشويق قد تفضي إلى اضطراب نفسي وجسدي من شأنه أن يسبب مشاكل أكثر مما تستحق، ولكنه يسوق حقيقة لا مراء فيها حين يقول ""يمكن للجائزة الأدبية أن تسلط الضوء على عمل معين، لكنها لا تستطيع أن تبث الحياة فيه"". أخيرا، يختم كتابه الذاتي بمقالة بعنوان ""الانطلاق إلى الخارج آفاق جديدة""، ليصف كيف تخطى الحدود اليابانية بضربة حظ في أواخر الثمانينيات، وهو من المقالات التي تحمل من تجربته بالفعل ما يهم أي كاتب حقيقي.هنالك قصة أرجأتها حتى النهاية، لكن موراكامي يستهل بها كتابه عن مهنة الروائي، بوسعها أن تلقي الضوء على التفكير المادي والقاصر في الآن ذاته عن فعل الإبداع. إنها عن رجلين يسافران إلى جبل فوجي من أجل التعرف عليه بنفسهما. يراقب الرجل ""الأذكى"" الجبل من زوايا عدة، ويقرر، بناء على ما رآه، أنه يعرف الآن ما الذي يجعل هذا الجبل مميزا. بينما الآخر ""الأقل ذكاء"" حسب رأيه، لا يجد مفرا من تسلق الجبل قبل أن يقرر. المدهش أن موراكامي يقارن ""غباء"" الرجل بالروائيين، متأسفا على حاجتهم لتسلق الجبل، مرارا وتكرارا أحيانا، للوصول إلى الهدف!في كتابه ""الكاتب وعالمه""، يورد تشارلس مورغان مقولة لشاتوبريان تصف نابليون بأنه لم يكن يعرف كثيرا في فن قيادة الجيوش عدا كسب المعارك، ولعلي أجدها تنطبق تمام الانطباق على الكاتب المرشح دائما لجائزة نوبل!",0
مصادر,0
"""عوالم صغيرة"" تفوز بجائزة ديلان توماس سيمفونية غانا",0
"لماذا يهيمن العنف على ""جائزة المرأة للخيال""",0
"الموت والحياة في غزة بـ""أمر الذكاء الاصطناعي""",0
"""ارفس الرتاج"" عن عالم الخيل والرجال",0
"صدر حديثا عن مؤسسة الدراسات الفلسطينية كتاب ""غزة حرب الانتقام المسعورة... مجموعة أوراق سياسات""، والذي أشرفت على تحريره هيئة مؤلفة من أحمد سامح الخالدي، وماهر الشريف، ورامي الريس، ومجدي المالكي.",0
أدخل عنوان بريدك الإلكتروني المستخدم للتسجيل معنا و سنقوم بإرسال بريد إلكتروني يحتوي على رابط لإعادة ضبط كلمة المرور.,0
الرجاء مراجعة بريدك الالكتروني. تم إرسال بريد إلكتروني يوضح الخطوات اللازمة لإنشاء كلمة المرور الجديدة.,0
مجلة اليابان,1
كل ما يتعلق باليابان بين يديك,2
هاروكي موراكامي أحد أشهر الأدباء اليابانيين في العالم. وقد حصل على العديد من الجوائز نظرا لتميزه بالعديد من الروايات التي تمت ترجمتها لأكثر من لغة! لكن ما الذي يجعل مؤلفاته مميزة! إليكم التفاصيل,10
ولد الأديب الياباني هاروكي موراكامي في كيوتو، اليابان، في عام . ونشأ في مدينة كوبيه اليابانية، ثم انتقل إلى العاصمة طوكيو حيث درس في جامعة واسيدا. حازت روايته الأولى اسمع صوت الريح تغني ( ) ، على جائزة غوانزو للكتاب الناشئين في عام . ثم استمر نجاحه مع رواية بينبول () و رواية مطاردة خروف بري ( ). وبذلك شكلت هذه الروايات سلسلة شهيرة تعرف باسم ثلاثية الجرذ ( ).,10
قام موراكامي بتأليف العديد من الروايات أيضا. ومن هذه الروايات على سبيل المثال لا الحصر هارد بويلد وندرلاند، ورواية نهاية العالم، الغابة النرويجية، رقص رقص رقص، جنوب الحدود، غرب الشمس، سبوتنيك الحبيبة، كافكا على الشاطئ، ، سنوات من الحج، عديم اللون تسكورو تازاكي وسنوات حجه. كما قام بتأليف العديد من الأعمال الواقعية. خصوصا بعد زلزال هانشين، والهجوم بغاز السارين في مترو أنفاق طوكيو عام . حيث أجرى مقابلات مع الضحايا الناجين، وكذلك مع أعضاء من الطائفة الدينية المسؤولة عن هذا الهجوم. ومن خلال هذه المقابلات، قام موراكامي، بنشر كتابين واقعيين في اليابان، ليشكلا معا كتاب (تحت الأرض). كما قام بكتابة عدة مقالات شخصية عن الجري بعنوان ما أتحدث عنه حين أتحدث عن الجري,10
لدى هاروكي موراكامي أكثر من رواية، بالإضافة إلى عدة قصص قصيرة. وقد تمت ترجمة أعماله إلى أكثر من لغة، وتم بيع أكثر من مليون نسخة حول العالم. يتميز موراكامي بقدرته على مزج الواقعية السحرية مع الخيال المعاصر. وغالبا ما يستكشف من خلال أعماله موضوعات عن الحب والفقدان والوحدة، والبحث عن معنى الوجود.,10
هناك عدة جوانب تجعل مؤلفات هاروكي موراكامي مميزة. ومنها ما يلي,10
كتاباته وأسلوب طرحه يعلق بالذهن عند القراءة بشكل لا يصدق لأن لديه موهبة في تصوير مشاهد حية من خلال رواياته بشكل لا ينسى! ويتم تصوير الشخصيات في أعماله بشكل يمكن ربطها ببعضها البعض بدون تعقيدات,9
غالبا ما تكون أعمال موراكامي مليئة بالمفاجآت والحبكات الدرامية القوية. فهو لا يخشى تجربة أنواعا وأنماطا مختلفة من الروايات. وغالبا ما تكون قصصه مليئة بنقاط التحول والتقلبات والمنعطفات المثيرة غير المتوقعة في محور القصة.,9
يتميز موراكامي بكثرة طرحه للأسئلة الفلسفية. وهذا طابعه الخاص الذي يبرز ضمن الكثير من أعماله. فهو يستعرض أسئلته الجوهرية حول الحياة والموت، وكذلك الحب وأسرار الوجود.,10
تميز موراكامي أكسبه شعبية كبيرة حول العالم. حيث فاز من خلال أعماله بالعديد من الجوائز الدولية. بما في ذلك جائزة فرانز كافكا، وجائزة القدس. كما شكلت رواياته وأعماله الأدبية مصدرا للإلهام للعديد من الأفلام والبرامج التلفزيونية. يعد هاروكي موراكامي أحد أكثر المؤلفين شهرة واستحسانا في العالم. ولاتزال أعماله مصدرا للإلهام والتسلية للقراء من كافة الأعمار.,10
وقد فاز الأديب موراكامي بجائزة الأميرة أستورياس الإسبانية للأدب في عام . وهي إحدى أرقى الجوائز التي تمنح للأدباء في القارة الأوروبية. وعلقت المؤسسة على قرارها في منح الجائزة للأديب هاروكي موراكامي قائلة يعد موراكامي بحسب المختصين كاتبا مثيرا لحواس القراء. ويتميز بأسلوبه النثري الذي يستخدم فيه نبرة حميمية مع نبرة سريالية في بعض الأحيان. كما يضيف إلى هذه النبرة قليلا من حس الفكاهة.,10
انضم الآن مجانا لتصبح عضوا متميزا في مجلة اليابان للحصول على آخر المستجدات والأخبار من الموقع مع العديد من العروض والمفاجآت! (اضغط هنا),0
لم أقرأ له سوى كافكا على الشاطئ، فكرة الرواية بشكل عام رهيبة وغرببة في آن واحد,5
عندما قرأت كافكا على الشاطئ، شعرت نوعا ما بأن المؤلفين اليابانيين مؤلفي الروايات والمانغا لهم تفكير مختلف حرفيا,5
أكثر ما أزعجني هو حشو مؤلفاته بالمقاطع الإباحية التي لاداع لها وليست أساسا لبناء الرواية حتى! حتى فكرة وجود عقدة اوديب في الرواية امر مزعج جدا، استغرب من إقبال الناس على رواياته رغم هذا,5
المؤلف هاروكي يعتبر من اشهر الأدباء في العالم,5
له روايات وقصص قصيرة مزج من خلالها الواقع السحري مع الخيال المعاصر,5
تعتبر مؤلفاته مصدرا للإلهام والتسلية للقراء من كافة الأعمار,4
للاسف لا عرفه,0
إنها المرة الأولى التي أسمع به ربما لأنني لست من الذي يحبون الروايات كثيرا,2
ولكن بما أنه كاتب مشهور سوف اقرا له أبرز روايته كونه حصل على العديد من الجوائز,5
من الجميل أن الكاتب هاروكي يستطيع المزج بكل انواع المشاعر التي يوصلها للقارئ ويجعله ينغمس بها,5
لقد حقق انجازات مذهلة ومازال يحقق لانه ذو فكر أدبي ابداعي بحت,5
أن هدفه الأساسي هو جعل القراء يشعرون أنهم هم الذين يعيشون في هذه الرواية وهذا هو السبب الرئيسي الذي جعله يحصد العديد من الجوائز وليس كل اديب يستطيع الوصول الى هذا الهدف فقط المبدعين,5
بالنسبة لي موراكامي هو فيلسوف الادب الياباني بامتياز,5
احد الروائيين المفضلين لي عوالمه سحرية ممزوجة بالواقع,4
لا بد ازه مؤلف عظيم لفوزيه بالعديد من الجوائز الكبيرة ومنها جائزة الاميرة استورياس التى تمنح للدباء في قارة اوربا,5
اعتقد بعد قراءة هذا المقال سوف اقرء لهذا الكاتب,5
اعتقد بعد هذا المقال انه اشهر الادباء اليابانين,6
رغم أهمية الأبحاث العلمية يظل الأدب مهما جدا في حياتنا,5
من اكثر الكتاب اللذين استمتعت بكتبهم ومن اكثرهم تميزا,7
هاروكي مؤلف عظيم وله عديد المؤلفات في الادب الياباني,10
اتمنى ان اقره له كتابا يوما ما,1
المقالة السابقة,0
اليابان تطور عصابة رأس تحمي لاعبي كرة القدم من الإصابات,1
المقالة التالية,0
قائمة أفضل الأغاني وأكثرها رواجا في اليابان للأسبوع الرابع من شهر مايو,0
سجل بريدك الإلكتروني هنا للحصول على أحدث المقالات التي يتم نشرها في الموقع,0
اشتراك,0
